emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,target_delinquent
10.0,CO,MORTGAGE,70000.0,33.39,0,59.0,7,25,15,377936,81384,0,0,59.0,0,0,3,4,3.0,15,0,5,17100,18,11,7,2,96.0,0,0,credit_card,individual,16000,60,70000.0,33.39,0,0,0,0,22,0
1.0,TX,RENT,52000.0,27.44,0,999.0,1,22,18,70388,58176,0,0,999.0,0,61,13,2,7.0,18,0,4,7300,7,5,4,0,100.0,0,0,moving,individual,8000,36,52000.0,27.44,1,1,0,0,8,0
0.0,VA,RENT,60000.0,2.4,0,999.0,0,5,3,34200,4709,0,0,999.0,0,0,0,1,999.0,3,0,2,34200,5,3,2,0,100.0,0,0,other,individual,16000,36,60000.0,2.4,1,1,1,0,9,0
8.0,OK,MORTGAGE,88944.0,18.43,1,22.0,9,18,5,265386,67707,0,1,34.0,0,429,1,2,0.0,5,0,2,6200,4,2,2,1,82.4,1,0,car,individual,3200,36,88944.0,18.43,0,0,0,0,18,0
3.0,CT,MORTGAGE,100000.0,18.0,0,25.0,2,25,10,320952,65989,0,0,999.0,0,0,5,3,8.0,10,0,3,12500,7,4,3,1,92.0,0,0,debt_consolidation,individual,40000,60,100000.0,18.0,0,1,0,0,8,1
1.0,MA,MORTGAGE,40000.0,0.02,2,22.0,0,17,7,165800,25,0,0,999.0,0,0,0,2,999.0,7,0,1,18600,11,6,1,3,76.5,0,0,credit_card,joint,20000,36,82000.0,14.09,0,1,1,0,21,0
10.0,TX,MORTGAGE,100000.0,15.59,0,999.0,2,16,6,95723,59436,0,1,999.0,0,0,2,2,11.0,6,0,3,26300,6,4,3,3,100.0,0,1,debt_consolidation,individual,10000,36,100000.0,15.59,1,1,0,0,17,0
10.0,MA,MORTGAGE,60000.0,1.52,1,17.0,2,6,3,383200,2621,0,0,999.0,0,0,0,2,7.0,3,0,2,3200,2,2,2,2,66.7,0,0,home_improvement,individual,20000,60,60000.0,1.52,0,1,0,0,10,0
10.0,MN,MORTGAGE,80000.0,28.65,0,999.0,1,21,15,262015,45338,0,0,42.0,0,0,3,3,11.0,15,0,5,14850,15,11,11,1,95.0,0,0,debt_consolidation,individual,22000,60,80000.0,28.65,1,0,0,0,19,0
3.0,GA,RENT,55000.0,24.0,0,999.0,3,22,14,70540,57949,0,0,25.0,0,0,2,10,2.0,14,0,10,14050,12,12,10,0,91.0,0,0,debt_consolidation,individual,12475,60,55000.0,24.0,1,0,0,0,12,0
1.0,CO,RENT,50000.0,18.67,0,999.0,1,17,6,54533,35495,0,0,999.0,0,0,2,3,6.0,6,0,1,19000,9,4,2,0,100.0,0,0,debt_consolidation,individual,35000,60,50000.0,18.67,1,1,0,0,15,0
6.0,TX,OWN,48000.0,22.05,2,4.0,2,27,17,56610,24179,0,0,999.0,0,0,1,3,2.0,17,0,5,24200,24,16,8,1,85.2,0,0,debt_consolidation,individual,12000,36,48000.0,22.05,0,1,0,1,25,0
10.0,IL,MORTGAGE,110000.0,30.82,0,999.0,2,31,22,306187,122555,0,0,999.0,0,0,6,5,4.0,22,0,3,41900,15,13,8,5,100.0,0,0,other,joint,40000,60,169201.0,24.89,1,1,0,0,20,0
3.0,CT,MORTGAGE,60000.0,14.74,0,999.0,1,14,13,166146,23762,0,0,999.0,0,0,6,4,5.0,13,0,6,17300,6,6,6,1,100.0,0,0,debt_consolidation,individual,11500,36,60000.0,14.74,1,1,0,0,6,0
10.0,TX,MORTGAGE,125000.0,9.51,3,4.0,3,16,7,340834,62364,0,0,22.0,0,0,2,3,0.0,7,0,3,6650,8,4,3,2,56.0,0,0,major_purchase,individual,4000,36,125000.0,9.51,0,0,0,0,16,0
10.0,NJ,MORTGAGE,46000.0,8.84,0,999.0,2,25,9,190900,11591,0,0,999.0,0,0,1,9,6.0,9,0,2,29800,10,6,3,6,100.0,0,0,home_improvement,individual,16000,60,46000.0,8.84,1,1,0,0,13,0
7.0,ID,MORTGAGE,80000.0,37.61,0,30.0,2,26,15,431315,117722,0,0,999.0,0,163,4,10,6.0,15,0,5,39600,13,10,8,2,92.0,0,0,other,individual,6000,36,80000.0,37.61,0,1,0,0,14,0
10.0,MA,RENT,75000.0,12.91,0,76.0,2,25,12,61762,16896,0,0,999.0,0,0,2,3,6.0,12,0,3,35300,18,10,5,0,91.7,0,0,major_purchase,individual,11000,60,75000.0,12.91,0,1,0,0,31,0
10.0,IL,MORTGAGE,75000.0,22.98,0,999.0,1,25,20,67014,59643,0,0,999.0,0,0,11,5,10.0,20,0,8,26800,12,9,8,0,100.0,0,0,debt_consolidation,individual,5000,36,75000.0,22.98,1,1,0,0,19,0
10.0,CO,OWN,92000.0,26.56,2,12.0,3,12,9,222761,70952,0,0,16.0,0,0,5,3,1.0,9,0,2,8400,4,3,2,1,100.0,0,0,credit_card,joint,7000,36,144000.0,19.11,0,0,0,0,16,1
10.0,FL,MORTGAGE,83000.0,16.98,0,999.0,5,20,11,156200,24254,0,0,999.0,0,0,1,7,1.0,11,0,9,116200,14,10,8,2,100.0,0,0,house,individual,35000,36,83000.0,16.98,1,1,0,0,15,1
1.0,CA,OWN,185000.0,23.77,0,999.0,3,31,15,612835,118058,0,0,999.0,0,0,4,5,2.0,15,0,3,32000,17,9,9,3,100.0,0,0,debt_consolidation,individual,35000,60,185000.0,23.77,1,1,0,0,24,1
10.0,MO,OWN,50000.0,38.33,0,999.0,1,19,9,144916,26746,0,0,999.0,0,0,3,1,0.0,9,0,3,20200,11,5,4,2,100.0,0,0,home_improvement,individual,8400,36,50000.0,38.33,1,1,0,0,9,0
2.0,CA,MORTGAGE,150000.0,9.7,1,21.0,4,37,21,556495,83987,0,0,999.0,0,0,3,13,6.0,21,0,1,44800,24,17,5,2,97.3,0,0,debt_consolidation,individual,5000,36,150000.0,9.7,0,1,0,0,20,0
5.0,TX,RENT,190000.0,3.33,0,46.0,2,12,5,63960,14068,0,0,999.0,0,0,1,2,10.0,5,0,1,43800,5,4,1,0,91.7,0,0,other,individual,30000,36,190000.0,3.33,0,1,0,0,11,0
3.0,CA,RENT,32000.0,16.65,0,69.0,0,28,16,56301,21716,0,1,69.0,0,0,8,3,13.0,16,0,5,30300,13,8,6,0,90.0,0,1,credit_card,individual,10000,36,32000.0,16.65,0,0,0,0,15,0
2.0,NY,RENT,53000.0,25.38,0,37.0,3,19,13,56278,23806,0,0,76.0,0,1075,3,5,1.0,13,0,2,8900,12,10,4,0,89.5,0,0,debt_consolidation,individual,3000,36,53000.0,25.38,0,0,0,0,9,0
10.0,WI,MORTGAGE,70000.0,17.38,0,24.0,4,31,5,44548,39641,0,1,999.0,0,0,3,4,3.0,5,0,0,0,9,2,2,4,96.8,0,1,debt_consolidation,individual,10500,60,70000.0,17.38,0,1,0,0,13,0
4.0,MO,OWN,28740.0,22.05,0,999.0,11,25,9,31164,17813,0,0,999.0,0,0,3,2,2.0,9,0,3,5100,8,6,5,3,100.0,0,0,debt_consolidation,joint,10000,36,68740.0,17.67,1,1,0,0,16,0
1.0,MD,RENT,23000.0,2.35,0,999.0,1,2,1,7500,2243,0,0,999.0,0,0,0,1,8.0,1,0,1,7500,2,1,1,0,100.0,0,0,other,individual,13200,36,23000.0,2.35,1,1,0,0,2,0
10.0,NY,RENT,70000.0,9.43,1,23.0,1,27,11,25575,8252,0,0,49.0,0,0,1,4,6.0,11,0,3,8600,23,10,6,0,77.8,0,0,other,individual,5000,36,70000.0,9.43,0,0,0,0,12,0
2.0,GA,MORTGAGE,125000.0,19.81,0,41.0,2,33,15,487036,60884,0,0,41.0,0,0,4,4,5.0,15,0,2,5000,9,9,6,4,93.9,0,0,debt_consolidation,individual,10000,36,125000.0,19.81,0,0,0,0,10,0
10.0,VA,RENT,120000.0,22.14,0,999.0,3,26,22,127420,67205,0,0,999.0,0,0,1,6,1.0,22,0,12,78890,25,21,16,0,100.0,0,0,debt_consolidation,individual,15000,36,120000.0,22.14,1,1,0,0,29,0
8.0,FL,MORTGAGE,98000.0,14.74,0,58.0,2,24,19,256641,54883,0,0,999.0,0,0,8,3,0.0,19,0,3,25500,12,10,5,3,95.8,0,0,debt_consolidation,individual,40000,60,98000.0,14.74,0,1,0,0,11,0
10.0,CA,MORTGAGE,80000.0,13.95,0,999.0,6,47,11,456254,58811,0,0,999.0,0,0,3,8,4.0,11,0,2,12500,32,7,5,6,100.0,0,0,credit_card,individual,10000,36,80000.0,13.95,1,1,0,0,14,0
10.0,PA,MORTGAGE,34451.0,13.24,0,999.0,0,10,5,92828,14097,0,0,999.0,0,0,1,1,999.0,5,0,2,10500,6,3,3,3,100.0,0,0,debt_consolidation,individual,10000,60,34451.0,13.24,1,1,1,0,16,0
2.0,CA,RENT,42000.0,1.63,1,10.0,0,9,4,8527,1734,0,0,10.0,0,0,0,2,14.0,4,0,2,4900,5,3,3,0,77.8,0,0,other,individual,24000,36,42000.0,1.63,0,0,0,0,11,0
5.0,CA,RENT,34000.0,21.53,0,999.0,0,6,6,33038,21396,0,0,999.0,0,0,2,1,999.0,6,0,2,3200,4,4,3,0,100.0,0,0,debt_consolidation,individual,3000,36,34000.0,21.53,1,1,1,0,16,0
10.0,TX,MORTGAGE,45000.0,15.48,0,999.0,3,18,15,303968,20648,0,0,999.0,0,0,0,11,6.0,15,0,4,87800,14,14,6,1,100.0,0,0,debt_consolidation,joint,15000,36,90000.0,17.53,1,1,0,0,2,0
0.0,PA,OWN,15250.0,1.97,0,999.0,0,3,3,15900,1156,0,0,999.0,0,0,0,0,999.0,3,0,1,15900,3,3,1,0,100.0,0,0,car,individual,4000,36,15250.0,1.97,1,1,1,0,6,0
10.0,TN,MORTGAGE,136000.0,25.59,0,44.0,3,44,27,458987,91963,0,0,999.0,0,0,4,3,0.0,27,0,9,78200,29,21,13,2,95.5,0,0,other,individual,40000,60,136000.0,25.59,0,1,0,0,28,0
7.0,TX,MORTGAGE,155000.0,10.91,1,7.0,4,44,13,518388,72076,0,0,999.0,0,0,2,10,1.0,13,0,6,57300,31,10,10,7,93.0,0,0,debt_consolidation,individual,10000,36,155000.0,10.91,0,1,0,0,17,0
3.0,OH,MORTGAGE,45000.0,30.93,0,999.0,1,18,11,83242,46284,0,0,999.0,0,0,1,7,12.0,11,0,3,52000,15,10,4,0,100.0,0,0,debt_consolidation,individual,30000,60,45000.0,30.93,1,1,0,0,10,0
7.0,UT,MORTGAGE,65000.0,18.01,0,999.0,1,22,9,163348,25196,0,1,999.0,0,0,2,5,8.0,9,0,3,32300,10,6,4,3,100.0,0,1,other,individual,24000,36,65000.0,18.01,1,1,0,0,7,0
6.0,IN,MORTGAGE,40000.0,9.17,0,67.0,1,18,10,107564,6798,0,0,999.0,0,0,2,4,7.0,10,0,3,10500,13,7,5,1,94.4,0,0,debt_consolidation,individual,6000,36,40000.0,9.17,0,1,0,1,27,0
3.0,VA,RENT,72500.0,15.74,0,37.0,7,24,17,96881,23632,0,0,999.0,0,0,2,8,1.0,17,0,10,42000,16,15,14,0,95.8,0,0,moving,individual,1500,36,72500.0,15.74,0,1,0,0,9,0
10.0,NJ,MORTGAGE,84279.78,10.32,0,999.0,0,10,7,296429,17683,0,0,999.0,0,0,1,0,999.0,7,0,2,30100,4,4,3,3,100.0,0,0,other,individual,40000,60,84279.78,10.32,1,1,1,0,6,0
10.0,GA,OWN,83000.0,3.68,0,46.0,2,15,6,19935,7044,0,0,46.0,0,0,1,4,3.0,6,0,3,14400,9,5,3,0,86.7,0,0,other,individual,30000,60,83000.0,3.68,0,0,0,0,11,0
0.0,CA,RENT,45000.0,27.76,0,999.0,0,16,14,99149,25820,0,0,999.0,0,0,1,2,999.0,14,0,6,55400,15,13,11,0,100.0,0,0,credit_card,individual,14000,60,45000.0,27.76,1,1,1,0,8,0
6.0,NC,MORTGAGE,95000.0,21.88,0,999.0,0,29,9,559236,306422,0,0,999.0,0,0,4,0,999.0,9,0,2,33500,4,4,2,1,100.0,0,0,debt_consolidation,individual,17000,60,95000.0,21.88,1,1,1,0,12,0
2.0,NY,RENT,35000.0,3.98,0,999.0,5,8,6,20000,2421,0,0,999.0,0,0,0,4,4.0,6,0,3,11000,8,6,4,0,100.0,0,0,debt_consolidation,individual,3200,36,35000.0,3.98,1,1,0,0,2,0
8.0,PA,RENT,166000.0,8.99,0,999.0,4,23,8,372331,82311,0,0,999.0,0,0,3,4,2.0,8,0,1,33000,9,4,1,2,100.0,0,0,credit_card,individual,23000,36,166000.0,8.99,1,1,0,0,12,0
6.0,AL,OWN,34000.0,13.8,0,999.0,1,18,14,25700,9251,0,0,999.0,0,0,0,7,7.0,14,0,2,5300,16,14,9,0,100.0,0,0,debt_consolidation,joint,20000,60,50600.0,10.06,1,1,0,1,14,0
6.0,OH,MORTGAGE,68000.0,16.54,0,75.0,2,16,8,55050,52436,0,0,75.0,0,0,5,2,9.0,8,0,1,2000,7,3,2,0,93.8,0,0,debt_consolidation,individual,2000,36,68000.0,16.54,0,0,0,1,22,0
2.0,FL,RENT,107000.0,27.58,0,32.0,11,28,12,139413,111027,0,0,32.0,0,0,3,6,4.0,12,0,3,22300,15,8,3,1,96.3,0,0,credit_card,individual,16300,60,107000.0,27.58,0,0,0,0,15,0
4.0,IL,MORTGAGE,180000.0,2.57,0,53.0,2,22,14,334147,20816,0,0,53.0,0,0,9,1,1.0,14,0,3,17000,5,4,3,1,91.7,0,0,debt_consolidation,individual,40000,36,180000.0,2.57,0,0,0,0,21,0
10.0,CA,MORTGAGE,82500.0,20.52,0,31.0,3,37,10,99200,40326,0,0,31.0,0,0,2,8,1.0,10,0,3,37400,16,8,5,0,97.3,0,0,credit_card,individual,7500,36,82500.0,20.52,0,0,0,0,30,0
10.0,VA,MORTGAGE,70000.0,30.4,0,28.0,2,22,10,326085,77059,0,0,999.0,0,0,1,1,6.0,10,0,5,41600,10,7,6,4,95.2,0,0,debt_consolidation,individual,15000,36,70000.0,30.4,0,1,0,0,27,0
0.0,TX,MORTGAGE,70000.0,45.95,0,999.0,3,27,13,443845,188345,0,0,999.0,0,0,7,15,4.0,13,0,2,8800,7,5,3,2,100.0,0,0,debt_consolidation,joint,8000,36,135000.0,26.75,1,1,0,0,6,0
2.0,CT,RENT,92000.0,18.25,0,66.0,3,28,21,119170,85149,0,0,999.0,0,0,3,6,7.0,21,0,5,44600,20,18,9,0,96.3,0,0,debt_consolidation,individual,40000,36,92000.0,18.25,0,1,0,0,15,0
10.0,MI,MORTGAGE,138000.0,16.67,0,26.0,3,56,22,469356,196103,0,0,999.0,0,0,2,7,7.0,22,0,10,115800,39,19,11,2,100.0,0,0,debt_consolidation,individual,35000,36,138000.0,16.67,0,1,0,0,14,0
0.0,CT,OWN,50000.0,0.84,0,999.0,7,13,7,6200,923,0,1,999.0,0,0,0,4,1.0,7,0,1,4300,12,7,1,0,90.0,0,1,other,individual,20000,36,50000.0,0.84,1,1,0,0,11,0
5.0,MS,MORTGAGE,65000.0,15.71,1,11.0,2,34,12,154902,20095,0,0,56.0,0,10387,2,4,10.0,12,0,4,12100,11,9,5,2,88.2,0,0,small_business,individual,30000,36,65000.0,15.71,0,0,0,0,20,0
10.0,TN,MORTGAGE,145000.0,25.63,0,50.0,4,42,19,439664,120223,0,0,999.0,0,128,4,12,6.0,19,0,8,40400,21,13,11,6,95.0,0,0,credit_card,individual,18000,36,145000.0,25.63,0,1,0,0,20,0
2.0,NJ,OWN,60000.0,2.19,0,999.0,1,15,14,47970,23604,0,0,999.0,0,0,7,2,9.0,14,0,5,27500,8,7,5,0,100.0,0,0,debt_consolidation,individual,2000,36,60000.0,2.19,1,1,0,0,4,0
1.0,KS,RENT,66000.0,29.84,0,50.0,2,22,18,142291,186502,0,0,999.0,0,0,4,9,4.0,18,0,10,33900,17,14,11,0,95.0,0,0,debt_consolidation,individual,24000,60,66000.0,29.84,0,1,0,0,13,0
3.0,OR,MORTGAGE,85000.0,14.98,0,999.0,4,25,16,393677,28650,0,1,999.0,0,0,3,10,5.0,16,0,5,10100,14,12,9,3,100.0,0,1,home_improvement,individual,10000,36,85000.0,14.98,1,1,0,0,22,0
10.0,NV,RENT,65000.0,14.44,0,999.0,0,4,4,32400,27710,0,0,999.0,0,0,0,1,17.0,4,0,2,16000,4,4,3,0,100.0,0,0,credit_card,individual,25000,36,65000.0,14.44,1,1,0,0,13,0
6.0,FL,RENT,40000.0,33.99,0,999.0,3,41,22,82849,59566,0,1,999.0,0,437,9,3,1.0,22,0,2,10500,24,13,3,0,100.0,0,1,debt_consolidation,joint,25600,60,111000.0,21.84,1,1,0,1,13,0
8.0,NC,MORTGAGE,57000.0,19.16,0,999.0,0,10,9,272974,37066,0,1,999.0,0,0,2,6,13.0,9,0,4,27700,6,6,4,1,100.0,0,1,debt_consolidation,individual,7000,36,57000.0,19.16,1,1,0,0,13,0
2.0,OR,RENT,30000.0,4.16,0,36.0,0,7,4,5400,1846,0,0,999.0,0,223,0,1,999.0,4,0,3,4600,7,4,4,0,85.7,0,0,other,individual,5000,36,30000.0,4.16,0,1,1,0,3,0
2.0,NJ,MORTGAGE,104000.0,7.02,0,999.0,0,15,9,283095,24850,0,0,999.0,0,0,2,2,999.0,9,0,4,32700,10,6,4,1,100.0,0,0,debt_consolidation,individual,40000,60,104000.0,7.02,1,1,1,0,5,0
6.0,CA,MORTGAGE,42000.0,33.86,0,61.0,2,22,15,64385,31160,0,1,999.0,0,0,3,12,12.0,15,0,7,22500,12,12,10,0,95.5,1,0,debt_consolidation,individual,12000,36,42000.0,33.86,0,1,0,0,10,0
4.0,VA,OWN,125000.0,16.2,1,11.0,3,27,4,93926,63019,0,0,73.0,0,0,2,8,2.0,4,0,0,2500,15,1,0,2,88.5,0,0,debt_consolidation,individual,30000,60,125000.0,16.2,0,0,0,0,18,0
5.0,CA,RENT,85000.0,10.39,1,14.0,0,41,14,63178,24320,0,0,999.0,0,0,8,3,14.0,14,0,2,26600,14,6,2,0,92.7,0,0,credit_card,individual,8000,36,85000.0,10.39,0,1,0,0,30,0
10.0,IL,MORTGAGE,128000.0,20.53,0,999.0,1,21,11,304791,137723,0,0,999.0,0,0,6,2,7.0,11,0,3,32500,9,4,4,3,100.0,0,0,debt_consolidation,individual,30000,60,128000.0,20.53,1,1,0,0,24,0
1.0,MO,MORTGAGE,23000.0,39.72,0,999.0,1,35,12,76145,36998,0,0,999.0,0,0,2,4,7.0,12,0,1,8000,19,10,3,2,100.0,0,0,debt_consolidation,joint,21500,36,93000.0,20.48,1,1,0,0,11,0
7.0,CA,MORTGAGE,65000.0,11.78,0,999.0,0,12,7,45461,18953,0,0,999.0,0,0,2,0,999.0,7,0,1,8600,8,5,1,1,100.0,0,0,debt_consolidation,individual,20000,60,65000.0,11.78,1,1,1,0,10,0
2.0,FL,RENT,40000.0,16.17,1,23.0,0,6,5,26820,15599,0,0,999.0,0,0,2,3,999.0,5,0,1,3500,3,3,2,0,100.0,0,0,debt_consolidation,joint,15000,60,87000.0,24.73,0,1,1,0,2,0
3.0,CA,RENT,45000.0,14.45,0,999.0,1,10,8,42603,21524,0,1,999.0,0,0,1,4,8.0,8,0,7,25000,8,7,7,0,100.0,0,1,debt_consolidation,individual,9000,36,45000.0,14.45,1,1,0,0,26,0
6.0,KS,RENT,13692.0,24.63,1,16.0,5,7,3,80248,11641,0,0,36.0,0,130,1,2,0.0,3,0,1,3500,2,1,1,1,71.4,0,0,other,individual,3000,36,13692.0,24.63,0,0,0,1,9,0
1.0,MS,MORTGAGE,78000.0,22.05,0,999.0,1,39,26,308705,149350,0,0,999.0,0,0,20,4,9.0,26,0,2,20700,8,5,3,1,97.4,0,0,major_purchase,individual,8000,36,78000.0,22.05,1,1,0,0,10,0
5.0,GA,MORTGAGE,80000.0,11.3,0,74.0,0,23,12,296547,39588,0,1,74.0,0,752,3,7,16.0,12,0,2,10900,13,8,3,3,95.7,0,1,debt_consolidation,individual,9000,36,80000.0,11.3,0,0,0,0,20,0
9.0,CO,MORTGAGE,151000.0,22.91,0,78.0,2,19,10,504288,173577,0,0,999.0,0,0,2,5,6.0,10,0,5,86510,11,7,5,3,89.0,0,0,debt_consolidation,individual,23475,36,151000.0,22.91,0,1,0,0,23,0
4.0,IN,MORTGAGE,90000.0,11.31,0,999.0,1,11,6,246413,34948,0,1,999.0,0,81,2,3,1.0,6,0,2,4500,3,3,3,1,100.0,0,1,debt_consolidation,joint,20000,60,90000.0,17.48,1,1,0,0,5,0
7.0,NY,OWN,73000.0,9.06,0,999.0,3,9,7,19601,11308,0,0,999.0,0,3695,1,6,2.0,7,0,1,1000,6,6,6,0,100.0,0,0,home_improvement,individual,20000,36,73000.0,9.06,1,1,0,0,12,0
5.0,CT,RENT,35000.0,14.61,0,999.0,0,23,13,80400,32824,0,0,999.0,0,0,9,1,999.0,13,0,1,33500,10,4,1,0,100.0,0,0,debt_consolidation,individual,10000,36,35000.0,14.61,1,1,1,0,6,0
3.0,NY,OWN,48028.0,26.79,0,55.0,0,22,9,52426,36883,0,0,999.0,0,0,3,3,999.0,9,0,4,8400,16,6,6,2,86.4,0,0,debt_consolidation,individual,20000,60,48028.0,26.79,0,1,1,0,24,0
0.0,CO,RENT,38400.0,12.13,0,999.0,0,14,9,21521,9627,0,1,999.0,0,0,0,3,999.0,9,0,3,12000,11,8,5,0,100.0,0,1,debt_consolidation,individual,10000,60,38400.0,12.13,1,1,1,0,5,0
10.0,CT,MORTGAGE,114000.0,26.08,0,999.0,5,25,13,1046085,261267,0,0,999.0,0,0,4,2,4.0,13,0,4,107000,13,7,5,7,100.0,0,0,debt_consolidation,joint,30000,36,383000.0,15.55,1,1,0,0,31,0
10.0,NY,MORTGAGE,85000.0,24.03,0,58.0,1,17,7,81575,54798,0,0,32.0,0,0,1,2,6.0,7,0,1,2000,10,6,5,1,82.0,0,0,credit_card,individual,35000,36,85000.0,24.03,0,0,0,0,14,0
4.0,TX,MORTGAGE,51000.0,20.66,0,999.0,1,21,9,221695,30835,0,0,999.0,0,0,2,4,4.0,9,0,5,24100,10,6,6,1,100.0,0,0,credit_card,individual,20000,36,51000.0,20.66,1,1,0,0,15,1
10.0,OH,MORTGAGE,29000.0,25.21,0,999.0,1,11,6,125262,33810,0,0,999.0,0,0,1,2,6.0,6,0,2,11500,5,4,3,2,100.0,0,0,debt_consolidation,joint,40000,60,80000.0,27.28,1,1,0,0,13,0
10.0,FL,RENT,85000.0,18.54,0,48.0,0,16,9,46700,26736,0,0,999.0,0,141,1,4,999.0,9,0,5,19000,9,8,7,0,93.3,0,0,other,individual,30000,36,85000.0,18.54,0,1,1,0,23,0
1.0,MD,OWN,47000.0,7.35,0,999.0,1,21,10,28300,9474,0,2,999.0,0,0,0,7,12.0,10,0,4,11900,18,10,5,2,100.0,0,2,debt_consolidation,individual,8000,36,47000.0,7.35,1,1,0,0,19,0
2.0,NC,MORTGAGE,48000.0,14.6,0,999.0,5,12,4,326151,35453,0,0,999.0,0,0,1,5,1.0,4,0,1,5000,7,2,2,1,100.0,0,0,debt_consolidation,individual,7500,36,48000.0,14.6,1,1,0,0,3,0
3.0,NY,RENT,77000.0,18.15,5,13.0,4,28,11,63788,60055,0,0,53.0,0,0,7,3,6.0,11,0,2,5300,17,4,4,0,76.0,0,0,small_business,individual,1000,36,77000.0,18.15,0,0,0,0,12,0
6.0,NY,RENT,41000.0,41.5,0,37.0,0,26,16,88973,75562,0,0,37.0,0,2370,3,3,13.0,16,0,3,3400,20,13,5,0,80.8,0,0,other,joint,11200,36,93000.0,22.88,0,0,0,1,17,0
6.0,WA,MORTGAGE,60433.0,29.31,0,999.0,1,16,8,81069,48141,0,1,999.0,0,0,3,5,12.0,8,0,2,20500,6,5,4,0,100.0,0,1,debt_consolidation,individual,22750,60,60433.0,29.31,1,1,0,1,14,0
10.0,OR,MORTGAGE,90000.0,23.87,0,999.0,1,25,13,316995,78614,0,0,999.0,0,0,2,5,12.0,13,0,7,54700,11,10,7,4,100.0,0,0,credit_card,individual,36000,36,90000.0,23.87,1,1,0,0,19,0
6.0,AZ,RENT,25000.0,17.71,0,60.0,0,11,5,28352,13094,0,0,999.0,0,0,2,6,20.0,5,0,1,17500,9,3,1,0,90.9,0,0,other,individual,10000,60,25000.0,17.71,0,1,0,0,6,0
10.0,IL,OWN,134000.0,31.11,0,999.0,5,39,27,594687,129316,0,2,999.0,0,0,1,11,0.0,27,0,13,105300,27,25,18,3,100.0,2,0,credit_card,individual,18000,36,134000.0,31.11,1,1,0,0,25,0
5.0,CT,RENT,33000.0,12.51,0,999.0,0,4,4,7600,6150,0,0,999.0,0,0,1,1,14.0,4,0,2,1600,3,3,3,0,100.0,0,0,debt_consolidation,individual,3000,36,33000.0,12.51,1,1,0,0,2,0
10.0,CA,RENT,72000.0,15.77,1,13.0,2,30,13,92260,28630,0,0,999.0,0,0,0,6,3.0,13,0,6,79700,19,12,7,6,96.7,0,0,debt_consolidation,individual,28000,60,72000.0,15.77,0,1,0,0,25,0
4.0,NY,RENT,35000.0,14.85,0,59.0,1,22,8,62188,56484,0,0,59.0,0,0,3,4,9.0,8,0,3,9300,6,5,4,0,50.0,0,0,debt_consolidation,individual,4000,36,35000.0,14.85,0,0,0,0,11,0
10.0,TX,MORTGAGE,52000.0,22.78,0,999.0,1,29,12,75898,42121,0,0,999.0,0,0,6,4,3.0,12,0,4,24100,7,6,6,0,100.0,0,0,home_improvement,individual,4000,36,52000.0,22.78,1,1,0,0,10,0
8.0,MS,OWN,95000.0,5.24,0,999.0,2,7,3,37500,17541,0,0,999.0,0,0,0,2,4.0,3,0,2,37500,6,3,2,0,100.0,0,0,credit_card,individual,15600,36,95000.0,5.24,1,1,0,0,15,0
10.0,LA,MORTGAGE,50000.0,29.28,1,43.0,3,36,9,287168,57649,0,0,16.0,0,2682,4,5,1.0,9,0,3,52900,22,4,4,1,86.0,0,0,debt_consolidation,individual,11800,60,50000.0,29.28,0,0,0,0,39,0
1.0,NY,RENT,68000.0,11.81,0,999.0,0,17,12,110505,118868,0,1,999.0,0,0,11,1,13.0,12,0,1,4000,4,1,1,0,100.0,0,1,home_improvement,individual,8000,36,68000.0,11.81,1,1,0,0,15,0
1.0,CA,RENT,105000.0,12.93,0,48.0,5,30,12,90110,68045,0,0,999.0,0,0,5,6,6.0,12,0,1,3400,13,7,4,3,90.0,0,0,credit_card,individual,20000,60,105000.0,12.93,0,1,0,0,22,0
10.0,FL,MORTGAGE,43611.0,21.96,0,999.0,2,27,12,51328,31431,0,0,999.0,0,0,1,3,10.0,12,0,5,32500,24,11,6,0,100.0,0,0,credit_card,individual,20000,36,43611.0,21.96,1,1,0,0,12,0
3.0,TX,RENT,110000.0,11.99,0,999.0,0,19,13,121638,44509,0,0,999.0,0,0,1,6,13.0,13,0,5,47400,13,11,5,0,100.0,0,0,debt_consolidation,individual,25000,60,110000.0,11.99,1,1,0,0,16,0
2.0,IN,RENT,36500.0,30.55,0,999.0,1,23,7,42891,23865,0,0,999.0,0,0,1,2,12.0,7,0,3,18500,6,5,4,0,100.0,0,0,other,individual,12000,60,36500.0,30.55,1,1,0,0,18,0
