emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,combined_annual_income,combined_dti,months_since_last_delinq_never,months_since_90d_late_never,months_since_last_credit_inquiry_never,emp_length_missing,credit_history_years,loan_to_income,installment_to_income,credit_utilization_ratio,open_credit_ratio,cc_balance_ratio,open_cc_ratio,recent_account_ratio,accounts_per_credit_year,inquiries_per_credit_year,total_negative_marks,has_delinq_history,region,log_annual_income,log_loan_amount,target_delinquent
3.0,FL,RENT,43000.0,7.59,0,29.0,0,12,9,37907,17817,0,0,29.0,0,103,3,2,999.0,9,0,3,25300,7,6,3,0,91.7,0,0,small_business,individual,30000,60,43000.0,7.59,0,0,1,0,9,0.6976744186046512,0.13953488372093023,0.4700187300498589,0.75,0.5,0.8571428571428571,0.16666666666666666,1.3333333333333333,0.0,0,0,South,10.668978650219241,10.308985993422082,0
10.0,PA,RENT,66500.0,14.37,0,999.0,0,16,7,38393,25745,0,0,999.0,0,0,2,3,18.0,7,0,4,19800,11,5,5,0,100.0,0,0,debt_consolidation,individual,16000,60,66500.0,14.37,1,1,0,0,18,0.24060150375939848,0.0481203007518797,0.6705649467350819,0.4375,1.0,0.45454545454545453,0.1875,0.8888888888888888,0.0,0,0,Northeast,11.104972264124868,9.680406499268875,0
6.0,PA,RENT,30000.0,8.83,0,999.0,2,25,23,62595,5387,0,0,999.0,0,0,0,12,2.0,23,0,4,39900,24,22,8,0,100.0,0,0,debt_consolidation,joint,12000,36,60000.0,14.38,1,1,0,1,2,0.2,0.06666666666666667,0.08606118699576644,0.92,0.36363636363636365,0.9166666666666666,0.48,12.5,1.0,0,0,Northeast,11.002116507732017,9.392745258631441,0
1.0,CA,RENT,50000.0,8.55,1,4.0,2,21,16,43167,9749,0,0,999.0,0,0,1,7,5.0,16,0,4,24000,20,15,6,0,95.2,0,0,other,individual,1800,36,50000.0,8.55,0,1,0,0,3,0.036,0.011999999999999999,0.22584381587786967,0.7619047619047619,0.4,0.75,0.3333333333333333,7.0,0.6666666666666666,1,1,West,10.819798284210286,7.496097345175956,0
0.0,CA,RENT,55000.0,32.41,0,28.0,0,27,15,188528,198095,0,0,999.0,0,0,8,2,999.0,15,0,2,16300,11,7,7,0,96.3,0,0,credit_card,individual,12000,36,55000.0,32.41,0,1,1,0,9,0.21818181818181817,0.07272727272727272,1.050745777815497,0.5555555555555556,1.0,0.6363636363636364,0.07407407407407407,3.0,0.0,0,0,West,10.915106645867503,9.392745258631441,0
10.0,MI,MORTGAGE,67000.0,29.6,0,999.0,2,34,24,277368,58062,0,0,999.0,0,0,1,4,4.0,24,0,11,48900,27,22,15,1,100.0,0,0,credit_card,individual,10000,36,67000.0,29.6,1,1,0,0,33,0.14925373134328357,0.04975124378109453,0.20933200657610107,0.7058823529411765,0.6818181818181818,0.8148148148148148,0.11764705882352941,1.0303030303030303,0.06060606060606061,0,0,Midwest,11.112462823634855,9.210440366976517,0
1.0,TX,MORTGAGE,66500.0,24.11,1,11.0,1,18,8,202513,69485,2,0,11.0,0,0,3,4,5.0,8,0,3,29000,6,4,3,2,83.3,0,0,credit_card,individual,25000,60,66500.0,24.11,0,0,0,0,11,0.37593984962406013,0.07518796992481203,0.3431137754119489,0.4444444444444444,0.75,0.6666666666666666,0.2222222222222222,1.6363636363636365,0.09090909090909091,3,1,South,11.104972264124868,10.12667110305036,0
10.0,NV,MORTGAGE,95000.0,13.98,0,42.0,5,42,14,325783,60021,0,0,42.0,0,0,2,5,2.0,14,0,7,25500,21,10,10,8,97.6,0,0,major_purchase,individual,40000,36,95000.0,13.98,0,0,0,0,10,0.42105263157894735,0.14035087719298245,0.1842361326404386,0.3333333333333333,1.0,0.47619047619047616,0.11904761904761904,4.2,0.5,0,0,West,11.461642696843066,10.596659732783579,0
1.0,CA,RENT,67000.0,23.2,0,999.0,0,27,11,90941,51580,0,0,999.0,0,0,2,3,17.0,11,0,5,55200,23,9,5,0,100.0,0,0,credit_card,individual,12000,60,67000.0,23.2,1,1,0,0,16,0.1791044776119403,0.03582089552238806,0.5671809194972565,0.4074074074074074,0.5555555555555556,0.391304347826087,0.1111111111111111,1.6875,0.0,0,0,West,11.112462823634855,9.392745258631441,0
10.0,AZ,MORTGAGE,63000.0,32.0,0,999.0,1,33,19,254199,76667,0,0,999.0,0,0,6,5,7.0,19,0,4,7500,17,12,10,2,100.0,0,0,credit_card,individual,14000,60,63000.0,32.0,1,1,0,0,14,0.2222222222222222,0.044444444444444446,0.3016022879712351,0.5757575757575758,0.8333333333333334,0.7058823529411765,0.15151515151515152,2.357142857142857,0.07142857142857142,0,0,West,11.050905878263567,9.546884034617925,0
6.0,VA,MORTGAGE,10000.0,137.52,0,25.0,0,33,12,389965,31134,0,0,999.0,0,0,1,2,999.0,12,0,4,48900,18,9,5,7,93.9,0,0,credit_card,joint,30000,36,140000.0,16.06,0,1,1,1,31,0.21428571428571427,0.07142857142857144,0.07983793417357968,0.36363636363636365,0.5555555555555556,0.5,0.06060606060606061,1.064516129032258,0.0,0,0,South,11.849404844423074,10.308985993422082,0
6.0,ME,MORTGAGE,67400.0,6.5,0,999.0,1,10,3,155683,8590,0,0,999.0,0,0,1,2,12.0,3,0,1,2900,2,1,1,2,100.0,0,0,credit_card,individual,25000,60,67400.0,6.5,1,1,0,1,13,0.37091988130563797,0.07418397626112759,0.055176223479763364,0.3,1.0,0.5,0.2,0.7692307692307693,0.07692307692307693,0,0,Northeast,11.118415133585586,10.12667110305036,0
2.0,TX,OWN,70000.0,10.32,0,58.0,1,8,5,159325,21805,0,0,58.0,0,0,1,3,7.0,5,0,2,11100,4,3,2,3,87.5,0,0,other,joint,6000,36,110000.0,19.89,0,0,0,0,9,0.05454545454545454,0.01818181818181818,0.13685862231288248,0.625,0.6666666666666666,0.75,0.375,0.8888888888888888,0.1111111111111111,0,0,South,11.608244735642321,8.699681400989514,0
0.0,OH,MORTGAGE,50000.0,21.4,0,999.0,3,27,10,207032,21711,0,0,999.0,0,497,3,3,2.0,10,0,1,24600,17,6,1,2,100.0,0,0,debt_consolidation,individual,2500,36,50000.0,21.4,1,1,0,0,11,0.05,0.016666666666666666,0.10486784651648054,0.37037037037037035,0.16666666666666666,0.35294117647058826,0.1111111111111111,2.4545454545454546,0.2727272727272727,0,0,Midwest,10.819798284210286,7.824445930877619,0
0.0,UT,MORTGAGE,110000.0,11.99,0,25.0,2,29,9,407900,58457,0,0,999.0,0,0,0,5,9.0,9,0,2,42000,17,8,4,7,96.6,0,0,debt_consolidation,individual,35000,36,110000.0,11.99,0,1,0,0,17,0.3181818181818182,0.10606060606060606,0.1433120862956607,0.3103448275862069,0.5,0.47058823529411764,0.1724137931034483,1.7058823529411764,0.11764705882352941,0,0,West,11.608244735642321,10.463131911491967,0
10.0,TX,MORTGAGE,86000.0,5.64,0,999.0,0,18,4,145133,12635,0,0,999.0,0,0,1,0,999.0,4,0,2,16600,11,2,2,4,100.0,0,0,home_improvement,individual,15000,36,86000.0,5.64,1,1,1,0,31,0.1744186046511628,0.05813953488372093,0.08705807776315518,0.2222222222222222,1.0,0.18181818181818182,0.0,0.5806451612903226,0.0,0,0,South,11.362114203075018,9.61587214452889,0
2.0,OH,MORTGAGE,110000.0,20.25,0,48.0,9,20,16,323483,65269,0,0,48.0,0,0,7,12,4.0,16,0,5,32600,8,8,7,2,95.0,0,0,home_improvement,individual,6000,36,110000.0,20.25,0,0,0,0,21,0.05454545454545454,0.01818181818181818,0.20176949020504942,0.8,0.875,1.0,0.6,0.9523809523809523,0.42857142857142855,0,0,Midwest,11.608244735642321,8.699681400989514,0
10.0,TX,RENT,55000.0,13.07,0,36.0,0,12,3,22000,13235,0,0,999.0,0,0,1,2,13.0,3,0,1,8000,3,2,1,0,83.3,0,0,debt_consolidation,individual,11200,36,55000.0,13.07,0,1,0,0,7,0.20363636363636364,0.06787878787878787,0.6015909090909091,0.25,0.5,0.6666666666666666,0.16666666666666666,1.7142857142857142,0.0,0,0,South,10.915106645867503,9.32375833901174,0
10.0,IN,MORTGAGE,127000.0,21.48,0,33.0,1,36,18,179264,64786,0,0,999.0,0,0,3,2,7.0,18,0,6,116900,26,15,9,1,94.4,0,0,debt_consolidation,individual,36000,36,127000.0,21.48,0,1,0,0,18,0.28346456692913385,0.09448818897637795,0.36139994644769724,0.5,0.6,0.5769230769230769,0.05555555555555555,2.0,0.05555555555555555,0,0,Midwest,11.751950239425476,10.491301994830229,0
8.0,AZ,MORTGAGE,99000.0,13.16,0,30.0,1,31,17,209070,38156,0,0,38.0,0,0,10,2,10.0,17,0,2,4500,11,6,4,1,54.8,0,0,debt_consolidation,individual,10000,36,99000.0,13.16,0,0,0,0,12,0.10101010101010101,0.03367003367003367,0.18250346773807816,0.5483870967741935,0.6666666666666666,0.5454545454545454,0.06451612903225806,2.5833333333333335,0.08333333333333333,0,0,West,11.502885230075814,9.210440366976517,0
3.0,IL,MORTGAGE,66000.0,36.91,0,43.0,2,34,19,233467,151100,0,0,999.0,0,0,7,3,0.0,19,0,4,63200,14,12,5,0,97.1,0,0,credit_card,joint,40000,36,137000.0,33.35,0,1,0,0,13,0.291970802919708,0.09732360097323602,0.6472006750418688,0.5588235294117647,0.4166666666666667,0.8571428571428571,0.08823529411764706,2.6153846153846154,0.15384615384615385,0,0,Midwest,11.827743504053695,10.596659732783579,0
10.0,VA,MORTGAGE,98000.0,7.58,0,42.0,6,19,11,37100,17788,0,0,999.0,0,0,1,9,4.0,11,0,7,24100,14,10,7,0,84.2,0,0,major_purchase,joint,10000,36,146000.0,12.1,0,1,0,0,10,0.0684931506849315,0.022831050228310504,0.4794609164420485,0.5789473684210527,0.7,0.7142857142857143,0.47368421052631576,1.9,0.6,0,0,South,11.891368749982085,9.210440366976517,0
10.0,FL,MORTGAGE,485000.0,18.05,0,999.0,11,35,20,1552212,394812,0,0,999.0,0,0,7,9,3.0,20,0,4,131200,11,10,6,4,100.0,0,0,debt_consolidation,individual,30000,60,485000.0,18.05,1,1,0,0,24,0.061855670103092786,0.012371134020618558,0.254354430966904,0.5714285714285714,0.6,0.9090909090909091,0.2571428571428571,1.4583333333333333,0.4583333333333333,0,0,South,13.091906231773164,10.308985993422082,0
4.0,NY,RENT,61000.0,19.63,0,999.0,0,24,6,55500,33806,0,0,999.0,0,0,1,3,16.0,6,0,4,35900,17,4,4,0,100.0,0,0,credit_card,individual,20000,36,61000.0,19.63,1,1,0,0,16,0.32786885245901637,0.10928961748633881,0.6091171171171171,0.25,1.0,0.23529411764705882,0.125,1.5,0.0,0,0,Northeast,11.0186455364637,9.90353755128617,0
5.0,TN,MORTGAGE,30000.0,69.36,0,999.0,0,22,10,345234,115064,0,0,999.0,0,0,2,3,19.0,10,0,1,22000,9,7,2,6,100.0,0,0,debt_consolidation,joint,32000,60,140000.0,31.77,1,1,0,0,11,0.22857142857142856,0.04571428571428572,0.33329278112816235,0.45454545454545453,0.2857142857142857,0.7777777777777778,0.13636363636363635,2.0,0.0,0,0,South,11.849404844423074,10.373522431293592,0
4.0,NY,RENT,25000.0,16.61,0,999.0,0,8,3,9100,3267,0,0,999.0,0,0,0,1,17.0,3,0,1,3000,7,3,3,0,100.0,0,0,other,individual,10000,36,25000.0,16.61,1,1,0,0,2,0.4,0.13333333333333333,0.359010989010989,0.375,1.0,0.42857142857142855,0.125,4.0,0.0,0,0,Northeast,10.12667110305036,9.210440366976517,0
10.0,TX,MORTGAGE,100609.6,11.36,0,999.0,1,18,9,345080,68649,0,0,999.0,0,0,3,3,8.0,9,0,2,36600,5,5,4,2,100.0,0,0,debt_consolidation,joint,30000,60,136609.6,21.62,1,1,0,0,27,0.21960389313781753,0.04392077862756351,0.19893647849773965,0.5,0.8,1.0,0.16666666666666666,0.6666666666666666,0.037037037037037035,0,0,South,11.82488982193689,10.308985993422082,0
6.0,CA,RENT,35000.0,29.15,0,44.0,2,20,11,51469,28700,0,1,50.0,0,96,2,7,1.0,11,0,2,7300,12,9,5,0,90.0,0,1,debt_consolidation,individual,5000,36,35000.0,29.15,0,0,0,0,11,0.14285714285714285,0.04761904761904762,0.5576172064737998,0.55,0.5555555555555556,0.75,0.35,1.8181818181818181,0.18181818181818182,2,1,West,10.463131911491967,8.517393171418904,0
10.0,OH,MORTGAGE,70000.0,11.91,0,24.0,5,15,8,160755,38409,0,0,72.0,0,0,2,6,4.0,8,0,0,0,8,5,2,1,86.7,0,0,debt_consolidation,individual,20000,36,70000.0,11.91,0,0,0,0,10,0.2857142857142857,0.09523809523809525,0.2389288047028086,0.5333333333333333,0.4,0.625,0.4,1.5,0.5,0,0,Midwest,11.156264806643742,9.90353755128617,0
10.0,PA,RENT,50000.0,30.82,0,75.0,0,18,7,73362,28794,0,1,75.0,0,0,2,2,999.0,7,0,2,15800,11,5,2,0,94.4,1,0,debt_consolidation,individual,16000,36,50000.0,30.82,0,0,1,0,18,0.32,0.10666666666666666,0.39249202584444265,0.3888888888888889,0.4,0.45454545454545453,0.1111111111111111,1.0,0.0,2,1,Northeast,10.819798284210286,9.680406499268875,0
10.0,TX,MORTGAGE,69131.0,28.58,0,999.0,0,26,8,333816,50674,0,0,999.0,0,0,4,5,13.0,8,0,2,14500,15,3,3,4,100.0,0,0,home_improvement,joint,25000,60,141131.0,26.67,1,1,0,0,36,0.1771403872997428,0.03542807745994856,0.15180219042825988,0.3076923076923077,1.0,0.2,0.19230769230769232,0.7222222222222222,0.0,0,0,South,11.857450901639037,10.12667110305036,0
6.0,TX,MORTGAGE,21320.0,66.72,0,73.0,1,11,6,312242,62742,0,0,999.0,0,0,2,6,7.0,6,0,2,2800,4,3,3,1,90.9,0,0,other,joint,12000,60,88320.0,21.36,0,1,0,0,10,0.1358695652173913,0.02717391304347826,0.20094029630863242,0.5454545454545454,1.0,0.75,0.5454545454545454,1.1,0.1,0,0,South,11.388733183910592,9.392745258631441,0
3.0,TX,OWN,110000.0,32.1,0,999.0,5,38,13,200240,74957,0,0,999.0,0,0,4,4,2.0,13,0,1,44400,19,9,2,3,100.0,0,0,debt_consolidation,individual,21000,36,110000.0,32.1,1,1,0,0,17,0.19090909090909092,0.06363636363636364,0.37433579704354775,0.34210526315789475,0.2222222222222222,0.47368421052631576,0.10526315789473684,2.235294117647059,0.29411764705882354,0,0,South,11.608244735642321,9.952325334619427,0
10.0,CA,RENT,72000.0,18.45,0,999.0,0,11,7,35500,26852,0,0,999.0,0,0,1,0,999.0,7,0,4,22300,8,6,6,0,100.0,0,0,credit_card,individual,28000,36,72000.0,18.45,1,1,1,0,9,0.3888888888888889,0.12962962962962965,0.7563943661971831,0.6363636363636364,1.0,0.75,0.0,1.2222222222222223,0.0,0,0,West,11.184435286790631,10.239995502805316,0
10.0,NY,RENT,87500.0,13.14,2,7.0,1,37,21,50279,25289,0,0,7.0,0,0,1,8,1.0,21,0,7,12300,24,19,10,0,94.6,0,0,credit_card,individual,24000,36,87500.0,13.14,0,0,0,0,17,0.2742857142857143,0.09142857142857141,0.5029734083812327,0.5675675675675675,0.5263157894736842,0.7916666666666666,0.21621621621621623,2.176470588235294,0.058823529411764705,2,1,Northeast,11.37940550085183,10.085850775128717,0
10.0,NY,RENT,102000.0,16.03,0,55.0,1,24,9,252596,217584,0,0,999.0,0,0,2,0,2.0,9,0,5,69800,6,6,5,0,95.7,0,0,debt_consolidation,individual,30000,36,102000.0,16.03,0,1,0,0,10,0.29411764705882354,0.09803921568627451,0.8613913126098592,0.375,0.8333333333333334,1.0,0.0,2.4,0.1,0,0,Northeast,11.532737896139919,10.308985993422082,0
10.0,CA,RENT,70000.0,7.05,0,33.0,2,35,19,73000,16678,0,0,33.0,0,0,0,5,7.0,19,0,6,52400,35,19,7,0,97.1,0,0,other,individual,10000,60,70000.0,7.05,0,0,0,0,22,0.14285714285714285,0.02857142857142857,0.22846575342465753,0.5428571428571428,0.3684210526315789,0.5428571428571428,0.14285714285714285,1.5909090909090908,0.09090909090909091,0,0,West,11.156264806643742,9.210440366976517,0
10.0,CA,RENT,125000.0,4.96,0,37.0,1,15,9,16300,12962,0,1,37.0,0,0,1,6,8.0,9,0,5,10800,10,7,6,0,92.3,0,1,debt_consolidation,individual,13800,60,125000.0,4.96,0,0,0,0,30,0.1104,0.022080000000000002,0.7952147239263804,0.6,0.8571428571428571,0.7,0.4,0.5,0.03333333333333333,2,1,West,11.736077016252437,9.53249633228804,0
6.0,NJ,RENT,34415.16,36.83,0,999.0,0,18,7,36450,26860,0,0,999.0,0,0,1,0,999.0,7,0,3,15300,12,6,6,0,100.0,0,0,debt_consolidation,individual,18000,36,34415.16,36.83,1,1,1,1,16,0.5230253179122224,0.17434177263740744,0.7368998628257888,0.3888888888888889,1.0,0.5,0.0,1.125,0.0,0,0,Northeast,10.44628150049717,9.798182590890704,0
10.0,AL,RENT,40000.0,22.34,0,35.0,1,63,23,59475,52430,0,0,999.0,0,0,17,2,1.0,23,0,5,11900,10,6,6,0,98.4,0,0,debt_consolidation,individual,12000,36,40000.0,22.34,0,1,0,0,18,0.3,0.09999999999999999,0.8815468684321144,0.36507936507936506,1.0,0.6,0.031746031746031744,3.5,0.05555555555555555,0,0,South,10.596659732783579,9.392745258631441,0
6.0,AL,RENT,22104.0,14.01,0,999.0,0,11,6,16500,8009,0,1,999.0,0,0,0,3,15.0,6,0,3,8300,9,6,4,0,100.0,0,1,debt_consolidation,joint,24000,36,63881.0,19.05,1,1,0,1,15,0.3756985645184014,0.1252328548394671,0.4853939393939394,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.7333333333333333,0.0,2,1,South,11.06479291054266,10.085850775128717,0
3.0,MN,MORTGAGE,61000.0,15.15,0,999.0,0,9,6,326554,50559,0,0,999.0,0,0,2,4,999.0,6,0,1,11200,4,3,2,2,100.0,0,0,major_purchase,joint,11500,36,116000.0,16.51,1,1,1,0,22,0.09913793103448276,0.033045977011494254,0.15482584809862993,0.6666666666666666,0.6666666666666666,0.75,0.4444444444444444,0.4090909090909091,0.0,0,0,Midwest,11.661354090741,9.350189267092581,0
5.0,TN,OWN,86000.0,12.46,0,999.0,2,34,18,72100,52581,0,1,999.0,0,82,7,12,5.0,18,0,3,16500,22,11,5,2,100.0,0,1,debt_consolidation,individual,25200,60,86000.0,12.46,1,1,0,0,13,0.2930232558139535,0.0586046511627907,0.7292787794729543,0.5294117647058824,0.45454545454545453,0.5,0.35294117647058826,2.6153846153846154,0.15384615384615385,2,1,South,11.362114203075018,10.134638955251866,0
4.0,MO,MORTGAGE,75000.0,24.99,0,56.0,7,41,20,212920,56363,0,0,999.0,0,0,5,11,5.0,20,0,4,27800,17,14,7,2,97.5,0,0,credit_card,individual,10000,36,75000.0,24.99,0,1,0,0,9,0.13333333333333333,0.044444444444444446,0.26471444674055983,0.4878048780487805,0.5,0.8235294117647058,0.2682926829268293,4.555555555555555,0.7777777777777778,0,0,Midwest,11.225256725762893,9.210440366976517,0
5.0,TX,MORTGAGE,52000.0,16.29,0,999.0,3,17,14,145551,18926,1,0,999.0,0,311,1,7,6.0,14,0,3,12200,12,11,6,2,100.0,0,0,other,individual,3000,36,52000.0,16.29,1,1,0,0,15,0.057692307692307696,0.019230769230769232,0.1300300238404408,0.8235294117647058,0.5454545454545454,0.9166666666666666,0.4117647058823529,1.1333333333333333,0.2,1,1,South,10.859018228147887,8.006700845440367,0
6.0,GA,MORTGAGE,40000.0,16.38,0,999.0,0,20,11,121572,17516,0,0,999.0,0,0,0,8,999.0,11,0,2,7000,10,10,7,8,100.0,0,0,debt_consolidation,individual,8000,36,40000.0,16.38,1,1,1,1,7,0.2,0.06666666666666667,0.14407922876978252,0.55,0.7,1.0,0.4,2.857142857142857,0.0,0,0,South,10.596659732783579,8.987321812850125,0
7.0,NY,RENT,85000.0,14.27,0,999.0,0,28,21,111100,22665,0,0,999.0,0,0,1,5,15.0,21,0,5,77500,26,20,6,0,100.0,0,0,debt_consolidation,individual,12000,36,85000.0,14.27,1,1,0,0,26,0.1411764705882353,0.047058823529411764,0.204005400540054,0.75,0.3,0.7692307692307693,0.17857142857142858,1.0769230769230769,0.0,0,0,Northeast,11.350418300109132,9.392745258631441,0
2.0,CA,RENT,39000.0,17.13,1,14.0,0,13,10,44825,19999,0,0,999.0,0,0,1,5,999.0,10,0,3,21400,11,9,4,0,92.3,0,0,home_improvement,individual,5200,36,39000.0,17.13,0,1,1,0,4,0.13333333333333333,0.044444444444444446,0.44615727830451757,0.7692307692307693,0.4444444444444444,0.8181818181818182,0.38461538461538464,3.25,0.0,1,1,West,10.571342565808699,8.556606193773073,0
10.0,CA,RENT,82000.0,9.88,0,45.0,3,22,6,49783,19410,0,0,45.0,0,3273,1,2,0.0,6,0,2,1100,16,4,4,2,86.4,0,0,debt_consolidation,individual,10000,36,82000.0,9.88,0,0,0,0,11,0.12195121951219512,0.04065040650406504,0.3898921318522387,0.2727272727272727,1.0,0.25,0.09090909090909091,2.0,0.2727272727272727,0,0,West,11.314486721293981,9.210440366976517,0
4.0,WV,OWN,75000.0,8.19,1,20.0,2,27,18,233253,46494,0,0,999.0,0,1060,1,6,0.0,18,0,2,4600,21,16,9,3,96.2,0,0,credit_card,individual,12000,36,75000.0,8.19,0,1,0,0,17,0.16,0.05333333333333333,0.19932862599837944,0.6666666666666666,0.5625,0.7619047619047619,0.2222222222222222,1.588235294117647,0.11764705882352941,1,1,South,11.225256725762893,9.392745258631441,0
1.0,FL,OWN,60000.0,9.66,0,999.0,0,12,8,287858,17958,0,0,999.0,0,0,2,3,16.0,8,0,2,17900,9,5,2,1,100.0,0,0,medical,individual,4800,36,60000.0,9.66,1,1,0,0,8,0.08,0.02666666666666667,0.06238492590096506,0.6666666666666666,0.4,0.5555555555555556,0.25,1.5,0.0,0,0,South,11.002116507732017,8.476579508530941,0
10.0,DE,MORTGAGE,79000.0,14.11,1,4.0,8,14,5,307858,49543,0,0,36.0,0,0,2,1,5.0,5,0,2,8700,8,2,2,3,46.2,0,0,debt_consolidation,individual,3200,36,79000.0,14.11,0,0,0,0,24,0.04050632911392405,0.01350210970464135,0.1609280902234147,0.35714285714285715,1.0,0.25,0.07142857142857142,0.5833333333333334,0.3333333333333333,1,1,South,11.277215789596893,8.071218539969863,0
10.0,NC,RENT,42000.0,12.09,0,68.0,1,15,5,25652,22603,0,0,68.0,0,0,1,3,10.0,5,0,1,5000,9,4,3,1,85.7,0,0,debt_consolidation,individual,10000,36,42000.0,12.09,0,0,0,0,17,0.23809523809523808,0.07936507936507936,0.8811398721347263,0.3333333333333333,0.75,0.4444444444444444,0.2,0.8823529411764706,0.058823529411764705,0,0,South,10.645448706505872,9.210440366976517,0
2.0,MI,RENT,94000.0,12.78,0,999.0,3,11,9,75813,34994,0,0,999.0,0,0,2,9,7.0,9,0,4,38000,8,7,5,0,100.0,0,0,other,individual,30000,36,94000.0,12.78,1,1,0,0,2,0.3191489361702128,0.10638297872340427,0.4615831057997969,0.8181818181818182,0.7142857142857143,0.875,0.8181818181818182,5.5,1.5,0,0,Midwest,11.451060699493427,10.308985993422082,0
6.0,TN,OWN,40000.0,24.09,0,999.0,1,21,10,57664,34173,0,0,999.0,0,0,2,3,5.0,10,0,2,16200,17,8,5,1,100.0,0,0,debt_consolidation,individual,10000,60,40000.0,24.09,1,1,0,1,31,0.25,0.049999999999999996,0.5926227802441731,0.47619047619047616,0.625,0.47058823529411764,0.14285714285714285,0.6774193548387096,0.03225806451612903,0,0,South,10.596659732783579,9.210440366976517,0
3.0,HI,MORTGAGE,70000.0,1.87,0,25.0,3,12,5,310228,7343,0,0,25.0,0,0,3,2,5.0,5,0,0,0,4,1,0,1,90.9,0,0,debt_consolidation,individual,40000,60,70000.0,1.87,0,0,0,0,10,0.5714285714285714,0.11428571428571428,0.02366968810036489,0.4166666666666667,0.0,0.25,0.16666666666666666,1.2,0.3,0,0,West,11.156264806643742,10.596659732783579,0
10.0,GA,RENT,63950.0,22.31,0,999.0,0,46,16,209433,199427,0,0,999.0,0,0,6,5,999.0,16,0,3,50200,17,10,5,4,100.0,0,0,credit_card,individual,17000,36,63950.0,22.31,1,1,1,0,18,0.2658326817826427,0.08861089392754756,0.9522233840894224,0.34782608695652173,0.5,0.5882352941176471,0.10869565217391304,2.5555555555555554,0.0,0,0,South,11.065872444101304,9.741027444837728,0
2.0,TX,RENT,300000.0,12.43,0,999.0,8,26,22,325126,246972,0,0,999.0,0,0,7,12,2.0,22,0,6,66100,16,15,7,0,100.0,0,0,debt_consolidation,individual,10000,36,300000.0,12.43,1,1,0,0,6,0.03333333333333333,0.011111111111111112,0.7596193475760167,0.8461538461538461,0.4666666666666667,0.9375,0.46153846153846156,4.333333333333333,1.3333333333333333,0,0,South,12.611541086966115,9.210440366976517,0
7.0,HI,MORTGAGE,40000.0,30.33,0,999.0,0,35,20,497785,66583,0,0,999.0,0,0,15,5,999.0,20,0,3,25500,5,4,3,1,100.0,0,0,credit_card,joint,16000,60,140000.0,24.87,1,1,1,0,11,0.11428571428571428,0.02285714285714286,0.13375855037817533,0.5714285714285714,0.75,0.8,0.14285714285714285,3.1818181818181817,0.0,0,0,West,11.849404844423074,9.680406499268875,0
5.0,NY,RENT,37000.0,22.61,0,58.0,4,6,4,40502,36878,0,0,58.0,0,0,1,5,4.0,4,0,1,1900,4,3,2,0,83.3,0,0,other,individual,4000,36,37000.0,22.61,0,0,0,0,9,0.10810810810810811,0.036036036036036036,0.9105229371389068,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333334,0.6666666666666666,0.4444444444444444,0,0,Northeast,10.518700218288165,8.294299608857235,0
10.0,CA,RENT,110000.0,14.63,0,999.0,0,28,18,68300,39831,0,0,999.0,0,0,1,3,999.0,18,0,10,52200,23,17,11,0,100.0,0,0,debt_consolidation,individual,7000,36,110000.0,14.63,1,1,1,0,16,0.06363636363636363,0.021212121212121213,0.5831771595900439,0.6428571428571429,0.6470588235294118,0.7391304347826086,0.10714285714285714,1.75,0.0,0,0,West,11.608244735642321,8.853808274977197,0
4.0,FL,MORTGAGE,45000.0,25.63,0,999.0,5,32,16,166539,39510,0,0,999.0,0,0,2,6,3.0,16,0,3,32600,16,13,3,3,100.0,0,0,debt_consolidation,individual,14000,60,45000.0,25.63,1,1,0,0,11,0.3111111111111111,0.06222222222222223,0.23724172716300687,0.5,0.23076923076923078,0.8125,0.1875,2.909090909090909,0.45454545454545453,0,0,South,10.714439990727769,9.546884034617925,0
10.0,AL,MORTGAGE,72000.0,49.84,0,999.0,0,32,19,373455,108713,0,0,999.0,0,0,3,2,18.0,19,0,5,30600,20,14,10,5,100.0,0,0,debt_consolidation,joint,40000,60,153000.0,28.68,1,1,0,0,21,0.26143790849673204,0.0522875816993464,0.291100668085847,0.59375,0.7142857142857143,0.7,0.0625,1.5238095238095237,0.0,0,0,South,11.938199736300925,10.596659732783579,0
1.0,CA,OWN,154000.0,5.77,0,999.0,3,5,5,23600,19108,0,0,999.0,0,0,0,3,10.0,5,0,3,15000,5,5,5,0,100.0,0,0,debt_consolidation,individual,29400,36,154000.0,5.77,1,1,0,0,12,0.19090909090909092,0.06363636363636363,0.8096610169491525,1.0,1.0,1.0,0.6,0.4166666666666667,0.25,0,0,West,11.944714374881176,10.288783966353765,0
